cnpj_basico;cnpj_ordem;cnpj_dv;nome_fantasia;situacao;data_situacao;data_inicio;cnae_fiscal;bairro;municipio;Nome_Cidade;razao_social;capital_social;porte;opcao_simples;opcao_mei
03683316;0001;13;;04;20190123;20000201;7119701;CENTRO;4305;Carmo da Mata;MERIDIANO 42 W SERVICOS TOPOGRAFICOS LTDA;0,00;01;;
02269920;0001;35;;02;20041016;19971127;8299799;CENTRO;4305;Carmo da Mata;ZENITE ASSESSORIA E SERVICOS LTDA;0,00;01;;
07365689;0001;05;BAR DO BARRIGA;04;20210419;20050420;5611204;SOL NASCENTE;4305;Carmo da Mata;MIRIAM CRISTINA ARQUETE ALVES;0,00;01;S;00000000
07557805;0001;80;SABOR DO TRIGO;08;20170905;20050809;1091101;THOME;4305;Carmo da Mata;PANIFICADORA R& R CATAGUASES LTDA;10000,00;01;N;00000000
05883614;0001;82;;04;20210419;20030905;4761003;COLINAS;4305;Carmo da Mata;JOAQUIM FLORINDO;0,00;01;S;00000000
03036991;0001;50;;08;20081231;19990301;6920601;TAQUARA PRETA;4305;Carmo da Mata;FERREIRA & OLIVEIRA SERVICOS CONTABEIS LTDA;0,00;05;;
20342788;0001;21;EMPREITEIRA SAO JOSE OPERARIO;08;20081231;19850802;7810800;BEIRA RIO;4305;Carmo da Mata;MARCOS CARRARA;0,00;05;;
21187166;0001;39;;08;20081231;19860516;9312300;VISTA ALEGRE;4305;Carmo da Mata;CLUBE TINECA;0,00;05;;
21285291;0001;81;;08;20081231;19890606;4330402;CENTRO;4305;Carmo da Mata;OURO MINAS EMPREENDIMENTOS LTDA;0,00;05;;
41810425;0001;43;;08;20081231;19920206;4755501;BAIRRO COLINAS;4305;Carmo da Mata;D'OLIVEIRA E CASTRO COMERCIO E REPRESENTACOES LTDA;0,00;05;;
42982280;0001;20;;08;20081231;19921216;4723700;INDUSTRIAL;4305;Carmo da Mata;COSMO VIDEO FILMES DO BRASIL LTDA;0,00;01;;
26175497;0001;72;;08;20001020;19891108;4781400;IBRAIM MENDONCA;4305;Carmo da Mata;BIL BABY CONFECCOES E ARTESANATOS LTDA;2,00;01;;
26189225;0001;21;;08;20081231;19891031;4712100;COLINAS;4305;Carmo da Mata;MERCEARIA COLINAS LTDA;0,00;05;;
01653413;0001;38;;08;20100308;19970120;4789099;VILA REIS;4305;Carmo da Mata;CELSO DE ABREU;0,00;01;;
71350722;0001;14;;08;20150209;19931027;4693100;VILA REIS;4305;Carmo da Mata;DEL COMERCIO E REPRESENTACOES LTDA;0,00;01;;
16575557;0001;90;;08;19840105;19810209;8888888;GRANJARIA;4305;Carmo da Mata;CEREALISTA GRANJARIA LTDA;0,00;05;;
17014598;0001;70;;08;19960320;19911203;4774100;HAIDEE FAJARDO;4305;Carmo da Mata;FRANCISCO PAIXAO TAVARES;0,00;05;;
17881913;0001;67;BOTEQUIM SAO SEBASTIAO;08;19810616;19750917;8888888;PARAISO;4305;Carmo da Mata;GABRIEL BATISTA DE SOUZA;0,00;05;;
19528918;0001;36;;08;19790621;19670331;8888888;BEIRA RIO;4305;Carmo da Mata;LAERTE PEREIRA DE MENDONCA;0,00;05;;
19530567;0001;06;;08;19780918;19680222;8888888;VL DOMINGOS LOPES;4305;Carmo da Mata;LUIZ GONZAGA;0,00;05;;
19650316;0001;57;;08;19821228;19780214;8888888;B PAMPULHA;4305;Carmo da Mata;TRANSPORTADORA CATAGUASES LTDA;0,00;05;;
19651231;0001;93;LOJA MICHELE;08;19810827;19780628;8888888;BEIRA RIO;4305;Carmo da Mata;DEUSLIRA RODRIGUES DE OLIVEIRA;0,00;05;;
21234950;0001;50;;08;19860107;19850731;5611203;VISTA ALEGRE;4305;Carmo da Mata;WILIAM SERGIO LAMOIA BEDIM;0,00;05;;
64348741;0001;40;BAZAR LORA LINDA;08;19910719;19901030;4755501;HAIDEE;4305;Carmo da Mata;IEDA APARECIDA CASTRO DE OLIVEIRA;0,00;05;;
66383381;0001;43;;08;19920616;19910830;5611203;GRANJARIA;4305;Carmo da Mata;BAR E MERCEARIA TUDO AZUL LTDA;0,00;05;;
02412121;0001;76;MERCEARIA PALMARES;02;20001223;19980305;4712100;Q. DOS PALMARES / SERENO;4305;Carmo da Mata;ANA PAULA DE ANDRADE RIGUETE;15000,00;01;S;00000000
07707560;0001;20;BRASIL JOIAS E RELOGIOS LTDA - ME;08;20150130;20051118;4783101;CENTRO;4305;Carmo da Mata;BRASIL JOIAS E RELOGIOS LTDA;10000,00;01;N;00000000
07312910;0001;59;F & S TINTAS;08;20070705;20050404;4741500;CENTRO;4305;Carmo da Mata;FARIA & MENDONCA LTDA;0,00;01;;
04989085;0001;33;ACOUGUE BOI GORDO;08;20040730;20020405;4722901;CENTRO;4305;Carmo da Mata;JOSE HAROLDO DE SOUZA;0,00;05;;
01812315;0001;04;LAJOTAO;08;20081231;19970128;4744005;VILA REIS;4305;Carmo da Mata;BAZAR CASAS FERNANDES LTDA;0,00;05;;
03577823;0001;72;;08;20231220;19991228;4771702;CENTRO;4305;Carmo da Mata;MEDICINALLE FARMACIA DE MANIPULACAO LTDA;10000,00;01;N;00000000
03728239;0001;70;PSC;02;20190404;20000331;9492800;PARAISO;4305;Carmo da Mata;PARTIDO SOCIAL CRISTAO CATAGUASES MG MUNICIPAL;0,00;05;;
03739328;0001;12;MERCEARIA BALAI DE GATO;04;20190123;20000328;4712100;CENTRO;4305;Carmo da Mata;MARIA JOSE CORREA BONZI;0,00;01;;
02095435;0001;92;SORVETERIA MODELO;08;19980715;19970822;4729601;BEIRA RIO;4305;Carmo da Mata;LEVINDO GONCALVES FILHO;0,00;05;;
05487410;0001;22;;08;20040303;20030123;1413401;TAQUARA PRETA;4305;Carmo da Mata;THREE WAVE TRICOLOR CRIACOES LTDA;0,00;05;;
02145178;0001;56;;04;20231114;19970916;8299799;CENTRO;4305;Carmo da Mata;J.L. REPRESENTACOES LTDA;0,00;01;;
00566593;0001;58;BAR E MERCEARIA FUNDAO;04;20190123;19950424;0322101;ANA CARRARA;4305;Carmo da Mata;FATIMA APARECIDA PROCOPIO DE OLIVEIRA;0,00;01;;
03928880;0001;59;CASA DE CARNES E FRIOS SANTA BARBARA;08;20070614;20000621;4722901;CENTRO;4305;Carmo da Mata;JANAINA VALVERDE GARCIA PORTELA;0,00;01;;
02264110;0001;96;AGENCIA DE VIAGENS CATAGUASES;08;20090413;19971118;7911200;CENTRO;4305;Carmo da Mata;MONTGOMERY VIAGENS E TURISMO LTDA;0,00;01;;
02270126;0001;01;;08;19981031;19971112;4755501;HAYDEE FAJARDO;4305;Carmo da Mata;GILCEIA ARAUJO MEDINA;0,00;05;;
04058476;0001;34;NOSSA SENHORA APARECIDA FACCAO;08;20130621;20000918;1412601;SOL NASCENTE;4305;Carmo da Mata;DIBRUGUILARI LTDA;0,00;01;;
00744878;0001;31;;08;19961031;19950712;9312300;GRANJARIA;4305;Carmo da Mata;FEDERACAO DE KARATE SHOTOCAN DO ESTADO DE MINAS GERAIS;0,00;05;;
00770843;0001;77;;08;20150209;19950817;1091101;BEIRA RIO;4305;Carmo da Mata;DIAS REIS & CIA LTDA;0,00;05;;
04153335;0001;09;;02;20051103;20001117;1412601;PAMPULHA;4305;Carmo da Mata;SERGIO HENRIQUE TRINDADE;0,00;01;;
04156161;0001;20;GTEL TELECOMUNICOES;08;20120416;20001116;4752100;CENTRO;4305;Carmo da Mata;TEZA & GUERRA LTDA;0,00;01;;
02574086;0001;91;;02;20051103;19980331;4789099;INDEPENDENCIA;4305;Carmo da Mata;PIT COM. E PRESTACAO DE SERVICOS LTDA;2000,00;01;S;00000000
02592077;0001;23;REFRIGERACAO ARBOM;08;20150209;19971217;9521500;INDUSTRIAL;4305;Carmo da Mata;EDSON RIBEIRO DO VALE;0,00;01;;
17456443;0001;94;LANCHONETE CANTINHO;08;19840423;19820708;5611201;CENTRO;4305;Carmo da Mata;RICARDO WALTER;0,00;05;;
17548447;0001;00;;08;20081231;19830208;8888888;MENESES;4305;Carmo da Mata;ORGANIZACOES LUDMILA LTDA;0,00;01;;
17606989;0001;84;;02;20010714;19821029;4772500;CENTRO;4305;Carmo da Mata;POCAO MAGICA LTDA;80000,00;05;N;00000000
17703547;0001;56;;08;19951231;19720403;4729601;CENTRO;4305;Carmo da Mata;CASA CARVALHO LTDA;0,00;05;;
01130607;0001;59;;08;19970826;19960311;9609204;HAIDEE FAJARDO;4305;Carmo da Mata;FABINHO PRODUCOES FOTO E VIDEO LTDA;0,00;05;;
06648674;0001;83;;08;20041231;20040720;9492800;SANTA CLARA;4305;Carmo da Mata;ELEICOES 2004 - MARIA DAS GRACAS GABRIEL GERALDO - VEREADOR;0,00;05;;
06678895;0001;02;;08;20041231;20040720;9492800;IBRAHIM MENDONCA;4305;Carmo da Mata;ELEICOES 2004 - LUIZ CARLOS DA SILVA SODRE - VEREADOR;0,00;05;;
18850412;0001;86;DEL'GUTT'S MOTEL;08;19891010;19831104;5510801;CATAGUASES;4305;Carmo da Mata;JOSE AUGUSTO MATTOS PEREIRA;0,00;05;;
18963934;0001;94;;08;19790810;19770118;8888888;VILA MINALDA;4305;Carmo da Mata;REPRESENTACOES SAO PAULO LTDA;0,00;05;;
18964072;0001;14;;02;20050205;19770224;4759899;VILA DOMINGOS LOPES;4305;Carmo da Mata;BAZAR PANELOUCAS LTDA;90000,00;01;S;00000000
19411024;0001;61;;08;20081231;19840117;5611203;VILA DOMINGOS LOPES;4305;Carmo da Mata;VICTOR GIL PALMA FERREIRA & CIA LTDA;0,00;05;;
06284271;0001;00;AGROPECUARIA BOM PASTOR;08;20180524;20040519;4789004;PARAISO;4305;Carmo da Mata;AGROPECURIA BOM PASTOR DE CATAGUASES LTDA;6000,00;01;N;00000000
19476209;0001;54;J N REPRESENTACOES E COMERCIO;04;20190123;19770720;4781400;CENTRO;4305;Carmo da Mata;J N REPRESENTACOES E COMERCIO LIMITADA;0,00;01;;
19527514;0001;28;MERCEARIA AVENIDA;08;19780918;19691231;8888888;POPULAR;4305;Carmo da Mata;OSWALDO DUARTE TAVARES;0,00;05;;
19529346;0001;00;;08;19951231;19670726;4755501;VILA MINALDA;4305;Carmo da Mata;WAINI HENRIQUES DE OLIVEIRA;0,00;05;;
19534015;0001;68;;08;19790411;19790309;8888888;ZONA RURAL;4305;Carmo da Mata;SEBASTIAO DE SOUZA NOBREGA;0,00;05;;
19535970;0001;10;;08;19780427;19710324;8888888;CENTRO;4305;Carmo da Mata;VALTER VIEIRA DE MELO;0,00;05;;
06780655;0001;06;;08;20041231;20040723;9492800;POPULAR;4305;Carmo da Mata;ELEICOES 2004 CF - CATAGUASES - MG - COMITE FINANC MUN P/VEREADOR - PRTB;0,00;05;;
19637230;0001;94;;04;20190123;19840608;2061400;P IND DA SAUDADE;4305;Carmo da Mata;NATURAL COMERCIO E INDUSTRIA LIMITADA;0,00;01;;
06381006;0001;32;;01;20040714;20040714;9492800;CENTRO;4305;Carmo da Mata;ELEICOES 2004 - ANDERSON RODRIGUES VASSALO - VEREADOR;0,00;05;;
20340477;0001;23;;08;19951231;19800609;1111901;SERENO;4305;Carmo da Mata;GERALDO CHAVES CAMPOS & CIA LTDA;0,00;05;;
20342911;0001;04;;08;20081231;19851004;8888888;CENTRO;4305;Carmo da Mata;GRUPO META LTDA;0,00;05;;
38461836;0001;66;;02;20051103;19900409;2349499;TAQUARA PRETA II;4305;Carmo da Mata;CERAMICA CATAGUASES UNIPESSOAL LTDA;1000,00;01;S;00000000
01325250;0001;64;CLINICA SAO LUCAS;04;20190123;19960712;8610101;CENTRO;4305;Carmo da Mata;HOSPITAL SAO LUCAS CATAGUASES LTDA;36000,00;03;;
38528444;0001;77;TITONELI BAR;08;19961031;19900522;5611203;BEIRA RIO;4305;Carmo da Mata;ADAUTO LUIZ TITONELI;0,00;05;;
02952824;0001;97;;02;20051103;19981105;9430800;ZONA RURAL;4305;Carmo da Mata;ASSOCIACAO MONSENHOR ANTONIO XAVIER RODRIGUES;0,00;05;;
06415831;0001;00;;08;20041231;20040714;9492800;HAIDEE;4305;Carmo da Mata;ELEICOES 2004 - ABRAO FERREIRA RIBEIRO - VEREADOR;0,00;05;;
38706164;0001;01;;08;20081231;19900724;5612100;CENTRO;4305;Carmo da Mata;MAGALY LEANDRO BARROCA PIMENTA;0,00;05;;
20861001;0001;38;FARMACIA POPULAR;04;20190123;19800609;8888888;POPULAR;4305;Carmo da Mata;FARMACIA VERLAINE LTDA;0,00;01;;
01355554;0001;74;BELLA MARAZZO;08;20081231;19960731;9602501;CENTRO;4305;Carmo da Mata;FERNANDA BORGES MARAZZO;0,00;05;;
04759227;0001;76;SO INFORMATICA E SISTEMA;08;20090724;20011105;4751201;CENTRO;4305;Carmo da Mata;SOUSA E TIBURCIO LTDA;10000,00;01;N;00000000
21050661;0001;00;RESTAURANTE E DORMITORIO SILVA PARANHOS;08;19850913;19850620;5611201;PAMPULHA;4305;Carmo da Mata;FIRMINA ESTELA DOS SANTOS PARANHOS SILVA;0,00;05;;
06481759;0001;10;;08;20041231;20040715;9492800;BEIRA RIO;4305;Carmo da Mata;ELEICOES 2004 - IVAN ALVES MACIEL - VEREADOR;0,00;05;;
06487506;0001;53;;08;20041231;20040715;9492800;HAIDEE;4305;Carmo da Mata;ELEICOES 2004 - GLADSTONE DA COSTA PINTO - VEREADOR;0,00;05;;
04795616;0001;57;CINE COPY COPIADORA;08;20060724;20011130;8219901;CENTRO;4305;Carmo da Mata;FERNANDES E DUARTE LTDA;0,00;05;;
06518080;0001;58;;08;20041231;20040715;9492800;GRANJARIA;4305;Carmo da Mata;ELEICOES 2004 - ANGELO RIBEIRO DOS SANTOS - VEREADOR;0,00;05;;
04815473;0001;06;RIO 40 GRAUS;04;20190123;20011210;4781400;CENTRO;4305;Carmo da Mata;JUAN CARLOS TEIXEIRA;0,00;01;;
22006753;0001;47;;08;19880404;19860409;2061400;GRANJARIA;4305;Carmo da Mata;INDUSTRIA DE SABAO CATAGUASES LTDA;0,00;05;;
22023105;0001;07;;08;20000225;19860513;0893200;VISTA ALEGRE;4305;Carmo da Mata;AREAL SAO VICENTE LTDA;0,00;05;;
22079479;0001;36;ACOUGUE GUARUJA;08;20081231;19860602;4722901;PAMPULHA;4305;Carmo da Mata;JOSE MARIA DE FIGUEIREDO;0,00;05;;
22251508;0001;03;;08;19951031;19860814;8888888;CENTRO;4305;Carmo da Mata;GERALDO DUARTE FERRAMENTAS LTDA;0,00;05;;
01491910;0001;87;CTO.;02;20051103;19961015;8630503;CENTRO;4305;Carmo da Mata;CTO - CENTRO TRAUMATO ORTOPEDICO LTDA;5000,00;01;N;00000000
23130032;0001;07;;08;20081231;19870811;5611203;THOME;4305;Carmo da Mata;ERCILIA PRIMO GONCALVES;0,00;01;;
23264013;0001;73;;08;20000225;19870602;8888888;CENTRO;4305;Carmo da Mata;CRIACOES EZEQUIEL E MARIA LTDA;0,00;05;;
41684150;0001;49;KANTINHO MODAS E PRESENTES;08;20061106;19950530;4530701;MENEZES;4305;Carmo da Mata;LEDA MARIA MORAES DE PAULA;0,00;01;;
41913526;0001;40;CASA ALFA;08;20081231;19920511;4753900;THOME;4305;Carmo da Mata;ARLETE GARCIA;0,00;05;;
03225507;0001;31;;02;20041016;19990618;6911701;CENTRO;4305;Carmo da Mata;SERAFIM COUTO SPINDOLA, SIRLEY GARCIA CARDOSO - ADVOGADOS ASSOCIADOS;0,00;01;;
23817828;0001;32;;08;19900628;19871118;5611203;MENEZES;4305;Carmo da Mata;ALOISIO ESMERIO MENEZES;0,00;05;;
23863848;0001;40;;08;20081231;19871210;4711301;BEIRA RIO;4305;Carmo da Mata;MCW IRMAOS FURTADO LTDA;0,00;05;;
07223122;0001;96;;02;0;20050126;4755502;CENTRO;4305;Carmo da Mata;ANMAQ COMERCIO DE MAQUINAS DE COSTURA LTDA;45000,00;01;S;00000000
42913905;0001;00;ACOUGUE SOL NASCENTE;08;20081231;19920903;4722901;SOL NASCENTE;4305;Carmo da Mata;JOSIAS RODRIGUES DOS SANTOS;0,00;05;;
25492620;0001;16;;08;20001020;19881121;4712100;POPULAR;4305;Carmo da Mata;ANDRE LUIZ DE PAULA NOVAIS;0,00;05;;
25582347;0001;10;;08;19960325;19890119;4712100;VILA REIS;4305;Carmo da Mata;ZELIA COUTINHO MACHADO;0,00;05;;
25710096;0001;02;;08;19981130;19940221;4782201;HAIDEE FAJARDO;4305;Carmo da Mata;DORNELAS & ALVES LTDA;0,00;05;;
25751132;0001;86;BALBINA JOIAS;08;20081231;19890413;4774100;CENTRO;4305;Carmo da Mata;ARI ANTONIO DA SILVA;0,00;05;;
25984568;0001;15;;04;20210419;19890811;3101200;VILA TEREZA;4305;Carmo da Mata;INDUSTRIA E COMERCIO DE MOVEIS CARRARA LTDA;0,00;01;S;00000000
26017178;0001;39;;08;19920131;19890828;4712100;IZABEL TAVARES;4305;Carmo da Mata;LECI DIAS DE ALMEIDA;0,00;05;;
26115097;0001;71;;02;20220908;19900102;9430800;MATADOURO;4305;Carmo da Mata;EDIFICIO DELVEAUX ALVES PEREIRA;0,00;05;;
26145789;0001;62;;08;19920615;19910903;6110801;COLINAS;4305;Carmo da Mata;SERCOM LTDA;0,00;05;;
26191510;0001;87;;08;19920615;19891101;5823900;CENTRO;4305;Carmo da Mata;EDITORA CAPUT LTDA;0,00;05;;
65098386;0001;61;;08;20020116;19910218;4712100;VILA REIS;4305;Carmo da Mata;CELIO COELHO DE MOURA;0,00;01;;
65115933;0001;70;;08;19920429;19910130;4774100;CENTRO;4305;Carmo da Mata;SCARF BOUTIQUE LTDA;0,00;05;;
65334864;0001;95;;02;20050924;19910508;1412601;CENTRO;4305;Carmo da Mata;BHZ CRIACOES LTDA;2607000,00;05;;
03773834;0037;39;SESI CATAGUASES ESCOLA RODRIGO LANNA;02;20010605;20010605;8599699;MENEZES;4305;Carmo da Mata;SERVICO SOCIAL DA INDUSTRIA, DEPARTAMENTO REGIONAL DE MINAS GERAIS (SESI / DRMG);0,00;05;;
04160292;0001;80;D' ELAS PRESENTES;08;20050721;20001122;4783101;CENTRO;4305;Carmo da Mata;GEANDRO DO NASCIMENTO FERRAZ;0,00;05;;
66271164;0001;61;;04;20190123;19910702;8299799;VILA TEREZA;4305;Carmo da Mata;REPRESENTACAO COMERCIAL FAMILIA-CATAGUASES LTDA;0,00;01;;
66301607;0001;10;;08;20021219;19910716;4755501;TAQUARA PRETA;4305;Carmo da Mata;MARIA IMACULADA DO CARMO AFONSO;0,00;05;;
86421849;0001;54;BAR E MERCEARIA DA EDNA;08;19980831;19940419;5611203;IME FARAGE;4305;Carmo da Mata;EDNA GREGORIO DA SILVA MATOS;0,00;05;;
71123855;0001;58;MARCENARIA E CARPINTARIA BOM PASTOR;04;20210419;19930705;3101200;BOM PASTOR;4305;Carmo da Mata;JOSE LUIZ DA SILVA VIDAL;0,00;01;S;00000000
71190359;0001;17;;02;20051103;19931017;3299004;MENEZES;4305;Carmo da Mata;LUMINOSOS CATAGUASES LTDA;30000,00;01;N;00000000
71324131;0001;72;;08;19940511;19930909;5611203;CENTRO;4305;Carmo da Mata;TOCA DA ABELHINHA LTDA;0,00;05;;
71487482;0001;02;;04;20220607;19940131;4637104;MAROTE;4305;Carmo da Mata;PANIFICADORA RENASCER CATAGUASES LTDA;0,00;01;;
16731648;0001;78;FERRO VELHO NOSSA SENHORA APARECIDA;08;20081231;19810430;8888888;LEONARDO;4305;Carmo da Mata;ANTONIO AFONSO DO CARMO;0,00;05;;
16924367;0001;31;;08;20081231;19810721;4781400;VL DOMINGOS LOPES;4305;Carmo da Mata;GRUPO SAO JORDAO LTDA;0,00;05;;
07707563;0001;63;ACOUGUE E MERCEARIA 3 IRMAOS;04;20190123;20051124;4722901;SANTA CLARA;4305;Carmo da Mata;LUDYMILA FERNANDES ALVES;3000,00;01;;
07875828;0001;32;;04;20190123;20060224;3299002;POPULAR;4305;Carmo da Mata;ANDRE TEIXEIRA DE ANDRADE;20000,00;01;;
08055176;0001;52;ALUMIFER;08;20210427;20060605;2512800;BEIRA RIO;4305;Carmo da Mata;SERRALHERIA ALUMIFER DE CATAGUASES LTDA;10000,00;01;N;00000000
08071358;0001;17;;02;20210811;20060417;5510801;CENTRO;4305;Carmo da Mata;GLORIA APARECIDA DA SILVA;5000,00;01;N;00000000
04576002;0004;27;SANTA BARBARA TRANSPORTES;04;20240821;20020521;4921302;POPULAR;4305;Carmo da Mata;SANTAB TRANSPORTES LTDA.;0,00;01;;
04882513;0002;05;;04;20180925;20031113;8291100;CENTRO;4305;Carmo da Mata;W.E.A. COBRANCAS LTDA;20000,00;01;;
07081055;0003;84;;04;20181002;20041216;4752100;CENTRO;4305;Carmo da Mata;VOCE CELULARES COMERCIO LTDA;25000,00;01;;
19527290;0002;35;;08;19980130;19750630;1311100;CENTRO;4305;Carmo da Mata;INDUSTRIAS IRMAOS PEIXOTO S/A;0,00;05;;
19527639;0051;17;;08;19881110;19660926;3511501;;4305;Carmo da Mata;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.;312021544,93;05;;
20356473;0004;86;OTICAS PRECISAO;08;19991216;19861008;4774100;CENTRO;4305;Carmo da Mata;PAULO TADEU BORTOT;0,00;01;S;00000000
21423884;0002;48;;04;20190123;19920213;4774100;PAMPULHA;4305;Carmo da Mata;COMERCIO DE MUDAS BORGES LTDA;0,00;01;;
30902803;0231;43;IGREJA DA GRACA;02;20030607;19931015;9491000;CENTRO;4305;Carmo da Mata;IGREJA INTERNACIONAL DA GRACA DE DEUS;0,00;05;;
47960950;0233;34;MAGAZINE LUIZA;08;20060623;20040402;4713004;CENTRO;4305;Carmo da Mata;MAGAZINE LUIZA S/A;13802162483,70;05;;
05211758;0001;92;;04;20231114;20020725;2330399;BEIRA RIO;4305;Carmo da Mata;JRB MANILHAS LTDA;5000,00;01;S;00000000
03525057;0001;00;BAR E MERCEARIA CAMPOS;08;20100816;19991116;4712100;LEONARDO;4305;Carmo da Mata;SUELY CAMPOS DE PAULA;0,00;01;;
05381963;0001;04;WORK FASHION;08;20130621;20021029;1351100;VILA DOMINGOS LOPES;4305;Carmo da Mata;IZABEL C FERNANDES;0,00;01;;
05583468;0001;70;BELLA PHARMA;02;20051103;20030211;4771702;CENTRO;4305;Carmo da Mata;FARMACIA DE MANIPULACAO ROCHA VENTURI LTDA;99800,00;01;S;00000000
05655179;0001;39;BISCOITOS FLOR DE MINAS;08;20160104;20030514;1092900;GRANJARIA;4305;Carmo da Mata;INDUSTRIA E COMERCIO DE BISCOITOS CASEIROS NOVAES & SALDANHA LTDA;0,00;01;;
04007913;0001;90;;08;20110426;20000811;4619200;HAYDEE FAJARDO;4305;Carmo da Mata;RESENDE COMERCIO E REPRESENTACOES CATAGUASES LTDA;0,00;01;;
02342746;0001;09;OPCAO LANCHES;04;20190123;19980108;5611203;BEIRA RIO;4305;Carmo da Mata;RITA DE CASSIA DE SOUZA RIBEIRO;0,00;01;;
04121508;0001;07;CHOPERIA 2000 SHOPP;04;20190123;20001019;5611204;CENTRO;4305;Carmo da Mata;LUCIO CARLOS MACIEL DA ROCHA;0,00;01;;
02491282;0001;00;;02;20051103;19980330;4743100;CENTRO;4305;Carmo da Mata;02.491.282 CRISTIAN DE OLIVEIRA STEPHAN;1000,00;01;S;20180101
05905602;0001;01;BAR JOSE MAURO;08;20140613;20030922;5611203;VILA REIS;4305;Carmo da Mata;LUIZA HELENA BONIFACIO SANTOS;0,00;01;N;00000000
01029544;0001;49;PRECISAO SOLUCOES EMPRESARIAIS;02;20040508;19960129;6920601;CENTRO;4305;Carmo da Mata;PRECISAO CONTABILIDADE E GESTAO LTDA;100000,00;03;S;00000000
02778214;0001;19;AERO SEXY;08;20100816;19980828;4781400;CENTRO;4305;Carmo da Mata;ZULATO & SANTOS LTDA;0,00;01;;
02793894;0001;40;BAR E CHOPERIA CESAR;04;20190123;19980910;4723700;CENTRO;4305;Carmo da Mata;NILCELENE MENDES SILVA RODRIGUES;0,00;01;;
19526979;0001;64;;04;20220607;19691231;4761003;CENTRO;4305;Carmo da Mata;REAL LTDA;0,00;01;;
06813399;0001;06;;08;20160118;20040705;9609299;CENTRO;4305;Carmo da Mata;MUMAY PRESTACOES DE SERVICOS LTDA;0,00;01;N;00000000
04738735;0001;78;BORDION REPRESENTACOES;04;20241127;20011019;4761003;VILA MINALDA;4305;Carmo da Mata;PAULO SERGIO BORDIGNON;0,00;01;N;00000000
01569428;0001;12;BICHOS & CIA;04;20190123;19961127;4723700;HAIDEE FAJARDO;4305;Carmo da Mata;MARCELO OLIVEIRA VALVERDE;0,00;01;;
64200314;0001;10;NOVA GERACAO;08;20020116;19900725;4781400;DICO LEITE;4305;Carmo da Mata;JUDITE DA SILVA VIANA;0,00;01;;
70989132;0001;73;SEBASTIAN BAR;02;20051103;19930330;5611203;SANTA CLARA;4305;Carmo da Mata;SEBASTIAO ROQUE DE OLIVEIRA FILHO;0,00;01;;
07486604;0001;39;;08;20170105;20050708;0210107;SANTA CLARA;4305;Carmo da Mata;NOGUEIRA REFLORESTAMENTO LTDA.;0,00;01;;
04383411;0001;64;CONEXAO 40;08;20210916;20010330;4781400;VILA DOMINGOS LOPES;4305;Carmo da Mata;CONEXAO 40 COMERCIO DE ROUPAS CATAGUASES LTDA;5000,00;01;N;00000000
17184037;0314;22;BANCO MERCANTIL;02;20051103;20000712;6422100;CENTRO;4305;Carmo da Mata;BANCO MERCANTIL DO BRASIL SA;807203166,00;05;;
00289543;0001;70;;08;20081231;19941103;4520005;VILA MINALDA;4305;Carmo da Mata;LAVA A JATO MISTURA BRASLEIRA;0,00;05;;
01976069;0001;18;;08;19981130;19970702;3291400;SAO DINIZ;4305;Carmo da Mata;VASSOURAS SAO SEBASTIAO LTDA;0,00;05;;
01976494;0001;07;MULT-LAR;08;20081231;19970616;4774100;VILA MINALDA;4305;Carmo da Mata;SERGIO LUIS FARIA CORREA;0,00;05;;
00486271;0001;07;;08;19960731;19950310;2593400;HAYDEE FAJARDO;4305;Carmo da Mata;FUNDICAO SOUZA AGUIAR LTDA;0,00;05;;
05883605;0001;91;;08;20140613;20030904;7311400;COLINAS;4305;Carmo da Mata;PAES E MENDONCA LTDA;0,00;05;;
04310832;0001;65;RENARTE;08;20081231;20010219;9430800;VISTA ALEGRE;4305;Carmo da Mata;ASSOCI ACAO DAS ENTIDATES SOCIAIS CONSTITUDAS DO DISTRITO DE VISTA ALEGRE E CIRCUNVIZINHANCAS;0,00;05;;
04380841;0001;22;MERCEARIA JC;02;0;20010328;4712100;SERENO;4305;Carmo da Mata;ALENIRA DE SOUZA BARCARO;10000,00;01;S;20210101
17493982;0001;01;;08;19920629;19710316;8888888;BEIRA RIO;4305;Carmo da Mata;PANIFICADORA M C LTDA;0,00;05;;
02735990;0001;31;;02;20051103;19980904;4724500;CENTRO;4305;Carmo da Mata;CELIO FERREIRA DE SOUZA;0,00;01;;
17611997;0001;19;;08;20081231;19821105;5611203;CENTRO;4305;Carmo da Mata;PALADAR LANCHES LTDA;0,00;05;;
06159460;0001;43;;02;0;20040319;5250804;POPULAR;4305;Carmo da Mata;TRANSLOG MINEIRA LTDA;30000,00;01;S;00000000
17993700;0001;27;;08;20021202;19750722;4530703;HAYDEE FAJARDO;4305;Carmo da Mata;AUTO ELETRICA JOSE MAURO LTDA;0,00;05;;
01152140;0001;48;MULTSAT;04;20190123;19960408;9521500;VL DOMINGOS LOPES;4305;Carmo da Mata;MULTSAT ELETRONICA LTDA;0,00;01;;
01185753;0001;81;;08;19960831;19960502;0810001;BEIRA RIO;4305;Carmo da Mata;JUBER PEREIRA DIAS;0,00;05;;
