cnpj_basico;cnpj_ordem;cnpj_dv;nome_fantasia;situacao;data_situacao;data_inicio;cnae_fiscal;bairro;municipio;Nome_Cidade;razao_social;capital_social;porte;opcao_simples;opcao_mei
03314120;0001;51;;04;20190327;19990729;4789099;CENTRO;4305;Carmo da Mata;J R TELECOMUNICACOES LTDA;0,00;01;;
04852686;0001;08;RAINHA RACOES & CIA;08;20041220;20020110;4789004;VILA REIS;4305;Carmo da Mata;CONCEICAO ROSA JORGE;0,00;05;;
02148055;0001;79;CAFE SABIA;08;19980531;19970925;5611203;CENTRO;4305;Carmo da Mata;SEBASTIANA SOUZA DE OLIVEIRA;0,00;05;;
17070335;0001;89;BAR DO LENO;08;20081231;19811105;5611203;CENTRO;4305;Carmo da Mata;LUIZ HELENO DE OLIVEIRA;0,00;05;;
41734997;0001;90;;08;19921127;19911105;4755501;TAQUARA PRETA;4305;Carmo da Mata;MARIA CRISTINA ANTUNES BARCELOS PINHEIRO;0,00;05;;
05170850;0001;51;;08;20021231;20020731;9492800;;4305;Carmo da Mata;ELEICAO 2002 - CANDIDATO TARCISIO HUMBERTO PARREIRAS HENRIQUES;0,00;05;;
71470280;0001;40;DEPOSITO GONZAGA;08;19951020;19940120;4712100;VILA DOMING LOPES;4305;Carmo da Mata;WILMA DA CONCEICAO G PEREIRA;0,00;05;;
86553559;0001;64;PINGUINHO DE GENTE;08;19960831;19940811;4755501;CENTRO;4305;Carmo da Mata;DIAS DA CRUZ & ARAUJO MACHADO LTDA;0,00;05;;
25403239;0001;33;;08;19890731;19880825;5611203;VILA DOMINGOS LOPES;4305;Carmo da Mata;EDUARDO DE CARVALHO MAURICIO;0,00;05;;
26102913;0001;02;;08;19911219;19891006;8888888;COLINAS;4305;Carmo da Mata;SANSONE & COUTO CONSULTORIA LTDA;0,00;05;;
00899316;0001;67;VARIEDADES ALIMENTICIOS;08;19951231;19931106;4712100;CENTRO;4305;Carmo da Mata;RICARDO DE AZEVEDO;0,00;05;;
38715702;0001;24;;04;20190123;19900727;4649408;CENTRO;4305;Carmo da Mata;R B MOVEIS LTDA;0,00;01;;
03562617;0001;99;CENITUR;08;20161213;19991215;9430800;MENEZES;4305;Carmo da Mata;ASSOCIACAO DO CENTRO DE INFORMACAO TURISTICA - CENITUR;0,00;05;;
00582290;0001;29;BAR E MERCEARIA DO PEDRAO;08;20051219;19950428;4712100;LEONARDO;4305;Carmo da Mata;JOSE PEDRO DE OLIVEIRA;0,00;01;;
07202572;0001;00;MIX BURGUER;02;0;20041210;5611203;COLINAS;4305;Carmo da Mata;MIQUELITO E CAMPOS, ALIMENTACAO LTDA;5000,00;01;S;00000000
07291026;0001;85;C & S CENTRO;04;20241127;20050318;4781400; ED SOPPING CIDADE;4305;Carmo da Mata;C & S CENTRO LTDA;0,00;01;S;00000000
05637359;0001;98;EXTREME SOM;03;20090603;20030507;4753900;CENTRO;4305;Carmo da Mata;SO ELETRONICA LTDA;8000,00;01;S;00000000
02989968;0001;18;;02;19980715;19980715;8112500;CENTRO;4305;Carmo da Mata;CONDOMINIO DO EDIFICIO PORTAL DO SOL;0,00;05;;
21143599;0001;92;;08;20000225;19800513;5611203;VILA REIS;4305;Carmo da Mata;MARIA DA PENHA SOARES MENDES;0,00;01;;
01431296;0001;68;MERCEARIA FORCA DO SOL;08;20020115;19960911;4712100;GRANJARIA;4305;Carmo da Mata;MARCO ANTONIO DE FREITAS GAMA;0,00;05;;
03703075;0001;27;ESPORTES BAR;08;20001204;20000308;5611203;IBRAIM;4305;Carmo da Mata;VANDERLEA BASTOS DA COSTA;0,00;05;;
21955158;0001;95;TEIXEIRA ATACADISTA;04;20240821;19860410;4633801;MENEZES;4305;Carmo da Mata;EDYL TEIXEIRA;0,00;01;;
25678632;0001;30;;08;20081231;19890308;8130300;CENTRO;4305;Carmo da Mata;ARDOSIAS CATAGUASES LTDA;0,00;05;;
26145425;0001;82;;04;20190327;19910516;9430800;HAIDEE FAJARDO;4305;Carmo da Mata;SOCIEDADE MUSICAL E ESCOLA PIERRE THEOTONIO DA SILVA;0,00;05;;
71503346;0001;50;1000 MEU COM 1000 SEU;08;20081231;19940208;4712100;HAIDEE;4305;Carmo da Mata;HELIA LUCIA DE OLIVEIRA BASTOS;0,00;05;;
18421941;0001;64;;08;19840705;19830819;8888888;VILA TEREZA;4305;Carmo da Mata;BAR QUEIDINIZ LTDA;0,00;05;;
19402056;0001;09;LABORATORIO EULER;08;19780131;19770124;8888888;CENTRO;4305;Carmo da Mata;EULER EUSTAQUIO DE ALMEIDA;0,00;05;;
19525724;0001;87;;08;19910923;19691231;5611203;CENTRO;4305;Carmo da Mata;AGUSTINHO MACHADO DE SOUZA;0,00;05;;
19725571;0001;11;FARMACIA TODOS OS SANTOS;08;19850430;19841101;8888888;VILA MINALDA;4305;Carmo da Mata;FLAVIO DA COSTA LAZARONI;0,00;05;;
20278461;0001;38;BAR SILVA;08;19810915;19800526;8888888;CHACARA PALMEIRAS;4305;Carmo da Mata;FRANCISCO MARTINS DA SILVA;0,00;05;;
64234842;0001;90;BAR SANTANA;08;19910717;19900829;5611203;PAMPULHA;4305;Carmo da Mata;FRANCISCO CLOTILDES DE BARROS;0,00;05;;
01775313;0001;84;;04;20220607;19970217;4789099;HAYDEE FAJARDO;4305;Carmo da Mata;JESUS ANTONIO DIAS DA CRUZ;0,00;01;;
03466706;0001;31;;08;20030324;19991021;4721102;CENTRO;4305;Carmo da Mata;PLANETA PAO LTDA;0,00;05;;
01949504;0001;15;;08;20150209;19970626;4754701;CENTRO;4305;Carmo da Mata;MIMO'S MOVEIS LTDA;0,00;05;;
05311189;0001;57;;08;20020925;20020925;4763601;CENTRO;4305;Carmo da Mata;MARIA LUCIA PEREIRA BORGES;0,00;05;;
05364749;0001;31;SERRALHERIA J.A.;08;20040303;20021008;4744001;CENTRO;4305;Carmo da Mata;FELIX RODRIGUES LTDA;0,00;05;;
03774124;0001;12;;08;20080616;20000425;8299799;TAQUARA PRETA;4305;Carmo da Mata;G.L. REPRESENTACOES LTDA;600,00;01;;
03894174;0001;33;CONSTRUIR;08;20161121;20000623;4744005;VILA MINALDA;4305;Carmo da Mata;PINGUIM MATERIAIS DE CONSTRUCAO LTDA;0,00;01;N;00000000
03910244;0001;08;;08;20081231;20000704;4729699;SANTA CLARA;4305;Carmo da Mata;GERALDO CUSTODIO DA SILVA;0,00;01;;
00654878;0001;40;;04;20190123;19950609;0322101;POPULAR;4305;Carmo da Mata;RANIK AGRO INDUSTRIA E COMERCIO LTDA;0,00;01;;
05666527;0001;73;MIRAI VEICULOS;04;20190123;20030528;4520005;CENTRO;4305;Carmo da Mata;COSTA ANDRADE LTDA;0,00;05;;
02320722;0001;59;;08;20081231;19971027;4781400;ISABEL TAVARES;4305;Carmo da Mata;GILBERTO RUBACK DE PAIVA;0,00;05;;
04042976;0001;88;;08;20020816;20000912;4755503;VILA DOMINGOS LOPES;4305;Carmo da Mata;JO UTILAR LTDA;0,00;05;;
05747717;0001;15;E M S PRODUCOES;04;20190123;20030626;7420001;GRANJARIA;4305;Carmo da Mata;GOMES & SANTIAGO LTDA;0,00;01;;
05792637;0001;81;;02;20050611;20030327;4712100;CENTRO;4305;Carmo da Mata;COMERCIAL N 1 ALIMENTOS DE CATAGUASES LTDA;100000,00;03;S;00000000
04166134;0001;38;;04;20220607;20001107;9609299;CENTRO;4305;Carmo da Mata;MELO E CONDE PRESTACAO DE SERVICOS LTDA;0,00;01;;
05836683;0001;35;UTILIDADES VM;08;20140613;20030801;4755502;VILA MINALDA;4305;Carmo da Mata;ALCANTARA UTILIDADES CATAGUASES LTDA;0,00;01;;
05974389;0001;90;SERRALHERIA E VIDRACARIA MP;08;20140613;20031106;4743100;VILA DOMINGOS LOPES;4305;Carmo da Mata;SERRALHERIA E VIDRACARIA MATIAS & PIRES LTDA;0,00;01;;
00971757;0001;22;;08;20081231;19951214;8640201;CENTRO;4305;Carmo da Mata;SIAP-SERVICO INFORMATIZADO DE APOIO PEDAGOGICO LTDA;0,00;05;;
02627681;0001;48;;08;20100816;19980430;5611203;BANDEIRANTES II;4305;Carmo da Mata;CI & CY COMERCIO SERVICOS LTDA;0,00;01;;
06081355;0001;39;ICC;02;20041023;20040127;9430800;GUANABARA;4305;Carmo da Mata;INSTITUTO CIDADE DE CATAGUASES;0,00;05;;
06088782;0001;49;MANTO VERDE FESTAS;02;20051103;20040116;8230002;ZONA RURAL;4305;Carmo da Mata;MANTO VERDE FESTAS LTDA;30000,00;01;S;00000000
02711996;0001;79;;08;20030226;19980807;4330499;CENTRO;4305;Carmo da Mata;22 DE JULHO PRESTACAO DE SERVICOS LTDA.;0,00;05;;
04450098;0001;30;;08;20040128;20010516;4929902;LEONARDO;4305;Carmo da Mata;VITA TURISMO LTDA.;0,00;05;;
04465846;0001;58;;08;20070416;20010518;4781400;CENTRO;4305;Carmo da Mata;LYBIA DE ALMEIDA WERNECK;0,00;01;;
17680257;0001;34;BAR SAO RAFAEL;08;19850321;19830221;8888888;PAMPULHA;4305;Carmo da Mata;ANTONIO AFONSO RAFAEL;0,00;05;;
17703828;0001;09;;08;19890626;19720608;3101200;CENTRO;4305;Carmo da Mata;M D L MOVEIS DECORACAO LTDA;0,00;05;;
17704479;0001;40;;08;20150209;19730130;4930202;PAMPULHA;4305;Carmo da Mata;TRANSPORTADORA RABELO LTDA;0,00;05;;
17705112;0001;40;NOSSO BAR;08;19780127;19730705;8888888;CENTRO;4305;Carmo da Mata;CARVALHO CARVALHO LTDA;0,00;05;;
04021098;0001;14;;08;20110426;20000829;4781400;CENTRO;4305;Carmo da Mata;TOQUE DE PELE LTDA;0,00;01;;
17739541;0001;39;BAR E LANCHONETE GOUVEA;08;19840517;19830311;8888888;PAMPULHA;4305;Carmo da Mata;ITERBAL ALCANTARA GOUVEA;0,00;05;;
17881970;0001;46;;08;20000225;19751007;8888888;VILA TEREZA;4305;Carmo da Mata;TRANSOL TRANSPORTADORA SOUSA LTDA;0,00;05;;
18108654;0001;07;BAR E RESTAURANTE SAO JORGE;08;19830804;19830620;8888888;CENTRO;4305;Carmo da Mata;DARCI HERCULANO DA SILVA;0,00;05;;
18163717;0001;10;;08;19911128;19830725;8888888;GLORIA;4305;Carmo da Mata;BENEFICIADORA TACAO LTDA;0,00;05;;
01152122;0001;66;BAR DO CHICLETE;08;19980331;19960410;4723700;TAQUARA PRETA;4305;Carmo da Mata;ONELSON HILARIO;0,00;05;;
04527185;0001;48;;08;20090810;20010618;8630504;CENTRO;4305;Carmo da Mata;CENTRO DE RADIOLOGIA ODONTOLOGICA LTDA;6000,00;01;;
06234895;0001;05;SACOLAO DA ESTACAO;04;20190123;20040422;4724500;CENTRO;4305;Carmo da Mata;JAIRO JUNIO MARQUES TEIXEIRA;0,00;05;;
18963546;0001;03;;02;20010316;19761025;8800600;HAIDEE;4305;Carmo da Mata;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;0,00;05;;
18963652;0001;97;;08;20151202;19761118;4759899;CENTRO;4305;Carmo da Mata;ALVES E SIQUEIRA LTDA;0,00;01;N;00000000
18963918;0001;00;;08;19880901;19770112;4753900;CENTRO;4305;Carmo da Mata;DIRCEU TRIANI MARINHO & CIA LTDA;0,00;05;;
19314079;0001;53;;08;20081231;19840411;4722901;BEIRA RIO;4305;Carmo da Mata;LUIZ ROBERTO DE AMORIM;0,00;05;;
19475896;0001;93;;08;19850131;19770506;8888888;B BEIRA RIO;4305;Carmo da Mata;ARMAZEM NOSSA SENHORA APARECIDA LTDA;0,00;05;;
19525427;0001;31;;08;19890330;19691231;3101200;VILA TEREZA;4305;Carmo da Mata;CARRARA MOVEIS LTDA;0,00;05;;
19531276;0001;24;;08;19901101;19680402;4753900;CENTRO;4305;Carmo da Mata;JOSE EDUARDO SCHELB PADILHA;0,00;05;;
19649573;0001;79;;02;19980728;19770921;8550301;BAIRRO PAMPULHA;4305;Carmo da Mata;CAIXA ESCOLAR JOAO IGNACIO PEIXOTO;0,00;05;;
19649664;0001;04;ACOUGUE NOSSA SENHORA APARECIDA;08;20000225;19770929;4722901;BEIRA RIO;4305;Carmo da Mata;ACOUGUE NOSSA SENHORA APARECIDA LTDA;0,00;05;;
19650076;0001;90;BAR DOIS IRMAOS;08;19780414;19771226;8888888;BAIRRO BEIRA RIO;4305;Carmo da Mata;BAR DOIS IRMAOS LTDA;0,00;05;;
02885876;0001;98;;08;20220906;19981130;4120400;SOL NASCENTE;4305;Carmo da Mata;MELLO CAVALHIERE SERVICOS LTDA;1000,00;01;;
20275194;0001;45;;08;20000225;19800521;4754701;VILA DOMINGOS LOPES;4305;Carmo da Mata;MOVEIS REGINA LTDA;0,00;01;;
20126876;0001;96;;08;20070402;19840830;4781400;VILA DOMINGOS LOPES;4305;Carmo da Mata;CARLINHOS MODAS LTDA;0,00;01;;
02913878;0001;43;;08;20120416;19981209;4721104;CENTRO;4305;Carmo da Mata;ZING LING BOMBONIER LTDA;0,00;01;;
02919701;0001;54;CATAGUASES CINE FOTO LTDA;08;20150209;19981216;4789008;CENTRO;4305;Carmo da Mata;CATAGUASES CINE FOTO LTDA;0,00;05;;
20278479;0001;30;MARCENARIA SAO JOAO;08;19811214;19800526;8888888;CHACARA PALMEIRAS;4305;Carmo da Mata;JOAO DE SOUZA ALEIXO;0,00;05;;
20283974;0001;37;;08;19830304;19790302;8888888;CENTRO;4305;Carmo da Mata;POPECAS E ACESSORIOS LTDA;0,00;05;;
20340782;0001;15;;08;20081231;19810602;9491000;VILA MINALDA;4305;Carmo da Mata;CENTRO ESPIRITA DE UMBANDA SAO JORGE;0,00;05;;
20341277;0001;95;;08;20000225;19821207;8888888;HAIDE FAJARDO;4305;Carmo da Mata;GREGORIO MARTINS DELGADO;0,00;05;;
04700513;0001;66;LOJAO AREDES;08;20081231;20011002;4781400;CENTRO;4305;Carmo da Mata;CRISTINA A. COSTA & CIA LTDA;0,00;05;;
06868778;0001;01;;08;20041231;20040802;9492800;SAO PEDRO;4305;Carmo da Mata;ELEICOES 2004 - MARCELO ROSA DA SILVA - VEREADOR;0,00;05;;
38647905;0001;20;SERVITEC;08;20001020;19900626;9521500;;4305;Carmo da Mata;GERALDO MAGELA DE SOUZA DIAS;0,00;05;;
06434059;0001;74;;08;20041231;20040714;9492800;B. NICOLAU SIERVE;4305;Carmo da Mata;ELEICOES 2004 - JUAREZ DE SOUZA SIERVI - VEREADOR;0,00;05;;
21057864;0001;10;MERCEARIA SANTO ANTONIO;08;19870710;19850625;8888888;VILA REIS;4305;Carmo da Mata;JOAO BATISTA AZEVEDO CARVALHO;0,00;05;;
06939497;0001;94;LINHAS & CIA;08;20090320;20040817;4755502;CENTRO;4305;Carmo da Mata;CASA DA COSTUREIRA AVIAMENTOS CATAGUASES LTDA;0,00;01;N;00000000
21162219;0001;67;;08;19901108;19850715;8888888;CENTRO;4305;Carmo da Mata;LUZIA GARCIA DELGADO;0,00;05;;
21187869;0001;67;;08;20081231;19870127;9312300;ANA CARRARA;4305;Carmo da Mata;ESCOLA DE SAMBA MOCIDADE INDEPENDENTE DO ANA CARRARA;0,00;05;;
21638895;0001;64;SHOP HOUSE;08;19860807;19851226;4781400;MENEZES;4305;Carmo da Mata;MARILIA DO CARMO SOUSA TEIXEIRA;0,00;05;;
21703608;0001;52;;08;20000225;19800904;4754701;VL DOMINGOS LOPES;4305;Carmo da Mata;MIRAI MOVEIS LTDA;0,00;05;;
07007811;0001;63;;08;20150209;20040920;6209100;VILA  DOMINGOS LOPES;4305;Carmo da Mata;VIRTUAL INFORMATICA DE CATAGUASES LTDA;0,00;01;;
04836582;0001;00;SIGNUS DANCETERIA;08;20080425;20020102;9329801;CENTRO;4305;Carmo da Mata;LUCIMAR RAMOS DA SILVA;0,00;01;;
21826870;0001;94;FABRICA DE MOVEIS SAO JOAO;08;19860612;19801103;8888888;GRANJARIA;4305;Carmo da Mata;JOAO MARIO CARVALHO CORREA;0,00;05;;
21934146;0001;84;;08;19910218;19860403;4781400;POPULAR;4305;Carmo da Mata;EMANOEL ALBINO DE OLIVEIRA;0,00;05;;
22090807;0001;03;;04;20190123;19860604;4930202;BAIRRO POPULAR;4305;Carmo da Mata;TRANSFUCAS TRANSPORTES LTDA;0,00;01;;
22194849;0001;86;;08;20001020;19860814;4781400;VILA DOMINGOS LOPES;4305;Carmo da Mata;NAFRA LTDA;0,00;05;;
22395610;0001;74;;08;19870930;19861029;1094500;PAMPULHA;4305;Carmo da Mata;INDUSTRIA E COMERCIO DE BISCOITOS LTDA;0,00;05;;
22395974;0001;54;;08;20081231;19861029;4530701;CENTRO;4305;Carmo da Mata;BRITO & SILVEIRA LTDA;0,00;01;;
04897897;0001;59;;04;20190123;20020107;4729699;INDUSTRIAL;4305;Carmo da Mata;COMERCIAL MORAES E RAFINO LTDA;0,00;01;;
23214083;0001;17;LOJA SANTISTA;08;20081231;19871103;4781400;GRANJARIA;4305;Carmo da Mata;SEBASTIAO LOPES DA SILVA;0,00;05;;
23324601;0001;55;LANCHONETE ALASKA;08;19880404;19870702;8888888;CENTRO;4305;Carmo da Mata;JOSE JOAQUIM PAIXAO DE REZENDE;0,00;05;;
03212340;0001;74;SERVITEL;04;20241127;19990611;8299799;PARAISO;4305;Carmo da Mata;SERVITEL PRESTACAO DE SERVICOS LTDA .;1000,00;01;S;00000000
41868761;0001;47;;03;20100414;19920410;5611203;CENTRO;4305;Carmo da Mata;RICARDO SOUSA ESTEVES;0,00;01;S;00000000
41889023;0001;86;MERCEARIA DO SILAS;02;20061221;19920424;4712100;TAQUARA PRETA;4305;Carmo da Mata;ORMEU SILAS PEREIRA;0,00;01;;
41911348;0001;18;CIDOCA PRESENTES;08;19950131;19920427;4774100;CENTRO;4305;Carmo da Mata;MARIA APARECIDA TORRES BARCELOS;0,00;05;;
01581265;0001;93;;08;19970930;19961203;7723300;CENTRO;4305;Carmo da Mata;CORTINES GAMES LTDA;0,00;05;;
23746670;0001;57;;02;20250106;19871014;4711301;HAIDEE FAJARDO;4305;Carmo da Mata;BRILHO COMERCIO E REPRESENTACOES LTDA;0,00;01;;
23907785;0001;86;BELA'S FESTA;02;20051103;19880122;4723700;VILA DOMINGOS LOPES;4305;Carmo da Mata;SOUZA & PRELL LTDA;0,00;01;S;00000000
23936180;0001;13;BAZAR E MERCEARIA SAO SEBASTIAO;08;20001020;19880217;4713004;PARAISO;4305;Carmo da Mata;SEBASTIAO ALVES PALMEIRA;0,00;05;;
23997059;0001;00;;08;19921029;19880309;4744001;;4305;Carmo da Mata;ACIMENTAL COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA;0,00;05;;
24012361;0001;16;;04;20190123;19880323;6010100;CENTRO;4305;Carmo da Mata;RADIO PROVINCIA FM LTDA;0,00;01;;
42832345;0001;51;;08;20081231;19920625;4520001;GRANJARIA;4305;Carmo da Mata;AUTO ELETRICA RIBEIRO & SILVA LTDA;0,00;01;;
42896704;0001;34;;04;20190123;19920821;4722901;BEIRA RIO;4305;Carmo da Mata;HAILTON RIBEIRO PARRIRA;0,00;01;;
42929398;0001;95;;08;19931221;19920915;2342702;ANTONIO JUSTINO;4305;Carmo da Mata;CERAMICA BOM BARRO LTDA;0,00;05;;
42959098;0001;59;VAREJO DA GRANJA II;08;19950915;19921008;4729601;VL DOMINGOS LOPES;4305;Carmo da Mata;MANOEL JOSE MOREIRA DOS SANTOS JUNIOR;0,00;05;;
07293104;0001;80;;04;20181002;20050315;8291100;CENTRO;4305;Carmo da Mata;ANTUNES & PENGO LTDA;0,00;01;;
25413501;0001;20;;08;20081231;19880905;4781400;;4305;Carmo da Mata;ANA LINA NETO DE SOUZA & CIA LTDA;0,00;05;;
25434457;0001;35;;08;19920615;19881013;4729601;VILA REIS;4305;Carmo da Mata;MARIA APARECIDA BATISTA DA SILVA MACHADO;0,00;05;;
25508649;0001;49;DOCE VIDA;08;19901012;19881206;5611203;PRIMAVERA;4305;Carmo da Mata;GERALDO CEZAR MORAES;0,00;05;;
25626391;0001;85;;08;20061106;19890227;4615000;MENEZES;4305;Carmo da Mata;MIRTS REPRESENTACOES LTDA;0,00;01;;
25801911;0001;49;ACOUGUE UNIAO;08;19900518;19890511;4722901;VILA DOMINGOS LOPES;4305;Carmo da Mata;MILTON FARINHA DA SILVA;0,00;05;;
26145912;0001;45;;08;20150209;19910920;7820500;BAIRRO HAIDEE;4305;Carmo da Mata;EMPREITEIRA DE PAULO LTDA;0,00;05;;
26146316;0001;80;;08;20150209;19920212;8130300;VILA DOMINGOS LOPES;4305;Carmo da Mata;J S REPRESENTACOES LTDA;0,00;01;;
64262355;0001;31;JBM ASSISTENCIA TECNICA;08;19921009;19900914;9521500;HAYDEE;4305;Carmo da Mata;JOSE MARIA BORDINHON;0,00;05;;
65286643;0001;99;;08;20081231;19910327;4712100;HAIDEE FAJARDO;4305;Carmo da Mata;DIRCE HELENA DA GAMA;0,00;01;;
02177856;0001;62;ASSISTEL;08;19980731;19970930;6110801;PARAISO;4305;Carmo da Mata;TELECOMUNICACOES GUIDE LTDA.;0,00;05;;
03037015;0001;12;MINARINI;04;20190123;19990301;8299799;VILA DOMINGOS LOPES;4305;Carmo da Mata;MINARINI ASSESSORIA LTDA;0,00;01;;
66301565;0001;17;ACOUGUE SAO FIDELIS;08;20081231;19910716;4722901;BEIRA RIO;4305;Carmo da Mata;SIDNEI FERREIRA DO CARMO;0,00;01;;
66349242;0001;01;SERRALHERIA VILA MINALDA;08;19931025;19910814;2512800;VILA MINALDA;4305;Carmo da Mata;ISMAR JOTACI SILVA VILELA;0,00;05;;
66424060;0001;40;NOSSA ADEGA;08;19930505;19911030;5611203;VILA MINALDA;4305;Carmo da Mata;MARCIO CLERIO PEREIRA CHAGAS;0,00;05;;
66460148;0001;17;PADARIA E CONFEITARIA SANTA CLARA;08;20150915;19930210;1091102;SANTA CLARA;4305;Carmo da Mata;PADARIA E CONFEITARIA MORAES LTDA;10000,00;01;N;00000000
86526522;0001;47;PAO NOSSO;08;20020215;19940720;4711301;CENTRO;4305;Carmo da Mata;JOAO BATISTA DA SILVA;0,00;05;;
86638376;0001;41;;02;20051103;19941010;4712100;TAQUARA PRETA;4305;Carmo da Mata;MERCADO VILA VERDE LTDA;40000,00;03;N;00000000
71042170;0001;87;TRANSPORTADORA MONTES;08;20190717;19930517;4930202;MENEZES;4305;Carmo da Mata;ADMILSON GERALDO LIMA CPF 722.480.256-53;20000,00;01;N;00000000
71049233;0001;27;;08;20081231;19930519;1311100;PAMPULHA;4305;Carmo da Mata;TEXFER IND COM E REP LTDA;0,00;05;;
16516106;0001;82;;08;19851219;19801216;4689302;CENTRO;4305;Carmo da Mata;COMERCIO DE TECIDOS TECAME LTDA;0,00;05;;
16612343;0001;47;GAL ART;08;20071210;19810305;4789003;CENTRO;4305;Carmo da Mata;CAIRU TELES NUNES;0,00;01;;
16737231;0001;12;SUCATEIRA FRITZ;08;20081231;19810506;4785701;GRANJARIA;4305;Carmo da Mata;JOSE DOMINGOS FRITZ;0,00;05;;
16769978;0001;52;;08;19920720;19810520;4774100;VL MINALDA;4305;Carmo da Mata;OFICINA DE BICICLETAS JOIA LTDA;0,00;05;;
17129651;0001;89;SAKURA LANCHES;04;20190123;19811216;5611201;CENTRO;4305;Carmo da Mata;GUNKO YASUMOTO;0,00;01;;
17223348;0001;40;NOVAIS MODAS;08;20081231;19820212;4781400;CENTRO;4305;Carmo da Mata;ANTONIO DA GAMA NOVAIS;0,00;05;;
07440918;0001;09;;08;20060719;20050607;8650004;VILA REIS;4305;Carmo da Mata;EQUOCENTER - NUCLEO DE REABILITACAO E EQUOTERAPIA LTDA;0,00;05;;
07489275;0001;80;CASA DE CARNES MORAIS;04;20190327;20050707;4722901;BEIRA RIO;4305;Carmo da Mata;CASA DE CARNES MORAIS LTDA;0,00;01;N;00000000
07511550;0001;14;;08;20220630;20050726;1412601;HAIDEE;4305;Carmo da Mata;L. A. DE MIRANDA TRINDADE;0,00;01;N;00000000
07622169;0001;22;;08;20111019;20050921;1411801;BOM PASTOR;4305;Carmo da Mata;MARIA DO CARMO ESTEVES DE SOUZA;8000,00;01;N;00000000
07651836;0001;03;;08;20231123;20051014;5611204;SANTA CLARA;4305;Carmo da Mata;ANTONIO DA GRACAS FERREIRA;2000,00;01;N;20100101
07817408;0001;08;;04;20241127;20060120;4623199;SEDE;4305;Carmo da Mata;CEREAIS FAULHABER LTDA;5000,00;01;;
16605610;0030;93;;08;20081231;19940526;4754701;CENTRO;4305;Carmo da Mata;SAHIONE-UTILIDADES DOMESTICAS LTDA;0,00;05;;
17703208;0010;60;;08;19921123;19871124;4755501;;4305;Carmo da Mata;MULTIFABRIL SA;0,00;05;;
19533173;0002;84;;08;19970301;19960510;4921301;CENTRO;4305;Carmo da Mata;VIACAO SANTANENSE LTDA;240000,00;05;;
19535566;0003;08;;08;20170921;19761123;4761001;CENTRO;4305;Carmo da Mata;MALU COMERCIO LTDA;24000,00;01;N;00000000
25335282;0007;02;;08;19931210;19841024;4930201;;4305;Carmo da Mata;TRANSPORTE CAMILLO DOS SANTOS LTDA;2350000,00;05;;
07882914;0001;72;EXTRAVASO;08;20110117;20060309;1412603;BOM PASTOR;4305;Carmo da Mata;REBOLETO & PAULA LTDA;5000,00;01;N;00000000
05341197;0001;46;;08;20141030;20021011;6201501;HAIDEE;4305;Carmo da Mata;PHL TECNOLOGIA LTDA;500,00;01;N;00000000
01014902;0001;40;MILLENY MODAS;02;20051103;19960122;4781400;VILA DOMINGOS LOPES;4305;Carmo da Mata;REGIANI LACERDA DE AZEVEDO;30000,00;01;S;20180101
06135442;0001;21;FRALDAS PUMA;04;20190123;20040308;1742701;ANA CARRARA;4305;Carmo da Mata;JOSE MARIA CARNEIRO;0,00;01;;
07019475;0001;79;;08;20200217;20040914;4530703;TAQUARA PRETA;4305;Carmo da Mata;TRANSRAFAELA TRANSPORTES LTDA;30000,00;01;N;00000000
03155361;0001;03;MADEIRAO MARIANO;02;20041211;19990503;4744002;VILA DOMINGOS LOPES;4305;Carmo da Mata;DIRCEU MARIANO;30000,00;01;S;00000000
07376545;0001;46;;08;20100407;20050510;5611203;VILA MINALDA;4305;Carmo da Mata;FRANCISCO ARNALDO ALMEIDA MAGALHAES;0,00;01;N;00000000
71248033;0001;01;;08;20080212;19930801;3101200;HAYDEE FAJARDO;4305;Carmo da Mata;HAVAN MADEIRAS LTDA;0,00;01;;
07930630;0001;04;;08;20130102;20060322;5611203;VISTA ALEGRE;4305;Carmo da Mata;JOSE CARLOS COSTA DA SILVA;3000,00;01;N;00000000
01865728;0001;49;;02;19991127;19970310;8690999;CENTRO;4305;Carmo da Mata;MEDCLIN CATAGUASES HIGIENE OCUPACIONAL LTDA;100000,00;03;S;00000000
03557910;0001;68;ZETA INDUSTRIA E COMERCIO;04;20190123;19991210;2829199;POUSO ALEGRE;4305;Carmo da Mata;ROBERTO JOSE RAMOS ALVES;0,00;01;;
05224947;0001;08;;08;20020823;20020820;9492800;;4305;Carmo da Mata;ELEICAO 2002 - CANDIDATO ALBANO FONSECA HENRIQUES FELIPPE;0,00;05;;
00606028;0001;77;CARNES & PALADAR;04;20190123;19950512;4722901;CENTRO;4305;Carmo da Mata;ACOUGUE GUERPE LTDA;0,00;01;;
00654885;0001;42;;02;19990501;19950612;8550301;BOM PASTOR;4305;Carmo da Mata;CAIXA ESCOLAR PROFESSORA ANGELA FARIA PIMENTA;0,00;05;;
03773700;0021;50;SENAI CATAGUASES CFP JOSE IGNACIO PEIXOTO;02;20010605;20010605;8599699;CENTRO;4305;Carmo da Mata;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DE MINAS GERAIS;0,00;05;;
